"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"EX1-SY0.m0.int",2284.25063289146,43.957264957265,2.01236032198082,233.999999994805,21.8436352958881,2.09805752981128e-58
"EX1-SY0.m0.CS",0,0,0,0,0,0
"EX2-SY0.m0.int",2261.24039151528,68.7012932997785,7.35627395024398,228.524840469375,9.33914285471926,8.9918695837486e-18
"EX2-SY0.m0.CS",0,-2.39323607597495,0.685401146344918,209.626725685394,-3.49173048329071,0.000585129553890066
"EX1-SY0.m1.int",2277.87306928708,68.6758165190278,7.32572721628785,196.121591485881,9.37460739274261,1.72528200181703e-17
"EX1-SY0.m1.CS",0,-2.39014496081965,0.684243718459698,221.141923232619,-3.49311933210013,0.000576476840675288
"EX2-SY0.m1.int",2260.15024016121,87.7962548684016,10.0391054946743,50.2913218822815,8.74542606559693,1.13910371275542e-11
"EX2-SY0.m1.CS",0,-4.11905510143611,0.969644931226676,47.7694215831892,-4.24800354107475,9.91330872203562e-05
"EX1-SY0.m2.int",2283.28290444028,34.7948717948718,2.89432341078796,38.9999997057742,12.0217635890936,1.0876522244177e-14
"EX1-SY0.m2.CS",0,0,0,0,0,0
"EX2-SY0.m2.int",2262.80715715488,22.1474424252765,5.63228536072422,208.883985226207,3.93223017067244,0.000114483283305163
"EX2-SY0.m2.CS",0,1.28745817284139,0.497942989089476,217.665953360339,2.58555336866094,0.010374615935226
"EX1-SY0.m3.int",2254.60763485984,22.3068923417566,5.38762843457214,133.832380274024,4.14039175356163,6.10127560155348e-05
"EX1-SY0.m3.CS",0,1.29422914182081,0.513630764064478,196.60506748322,2.51976562225222,0.0125389522836659
"EX2-SY0.m3.int",2226.06591779055,46.4396745510163,9.77049166971264,38.1706097756197,4.75305400392222,2.83759942037545e-05
"EX2-SY0.m3.CS",0,-0.86307126902388,0.93514755733147,37.8692683077083,-0.922925224214598,0.361889459266667
"EX1-SY1.m0.int",1886.03416137881,43.2760416666667,2.27683630407338,191.999999997382,19.0070940055039,5.32203267800753e-46
"EX1-SY1.m0.CS",0,0,0,0,0,0
"EX2-SY1.m0.int",2249.342981666,107.958382481306,7.85968416216496,192.000000000366,13.7357151068483,2.36678730290261e-30
"EX2-SY1.m0.CS",0,-6.20826242070819,0.731007487823668,192.000000001161,-8.4927480554149,5.47946428472432e-15
"EX1-SY1.m1.int",1830.05636648087,107.958382481306,7.85968416216495,192.000000001107,13.7357151068483,2.36678730273505e-30
"EX1-SY1.m1.CS",0,-6.20826242070817,0.731007487823667,191.999999999771,-8.49274805541489,5.47946428490472e-15
"EX2-SY1.m1.int",2254.11584702277,118.444972434647,10.3165574022523,41.9629695397928,11.4810559197575,1.57249270440543e-14
"EX2-SY1.m1.CS",0,-7.14500021628736,0.934417460416185,42.1425071384796,-7.64647549833349,1.71658822545258e-09
"EX1-SY1.m2.int",1835.3138618529,32.6710526315789,2.48722872616735,38.0000001616099,13.1355240022186,1.05318579522939e-15
"EX1-SY1.m2.CS",0,0,0,0,0,0
"EX2-SY1.m2.int",2259.54519268884,37.8422509041699,6.76879075864314,226.839996009801,5.59069592391354,6.46708537416307e-08
"EX2-SY1.m2.CS",0,-0.514164683056142,0.624589983522206,211.218620156238,-0.823203536112842,0.411320719089403
"EX1-SY1.m3.int",1819.16283008525,37.8420535599073,6.76878639342222,226.8408151665,5.59067037433498,6.46789911345027e-08
"EX1-SY1.m3.CS",0,-0.514145061404668,0.624591571531981,211.217555951132,-0.823170027964974,0.411339733212553
"EX2-SY1.m3.int",2222.81877316636,68.6524001222544,11.1384205866277,43.8845342659085,6.16356687093278,1.95872545467116e-07
"EX2-SY1.m3.CS",0,-3.30661563450867,0.981769342897177,44.9880133183981,-3.36801679379285,0.00156009618422686
