"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"EX1-SY0.m0.int",2284.25063289146,43.957264957265,2.01236032198082,233.999999994805,21.8436352958881,2.09805752981128e-58
"EX1-SY0.m0.CS",0,0,0,0,0,0
"EX2-SY0.m0.int",2261.24039151528,54.9651519223912,5.4598046481751,233.999999995058,10.0672378343725,4.87100323520205e-20
"EX2-SY0.m0.CS",0,-3.09981062288641,1.43143852462792,233.99999999348,-2.1655213057034,0.0313587117745938
"EX1-SY0.m1.int",2285.0628428106,54.9651519223912,5.4598046481751,233.999999995058,10.0672378343725,4.87100323520202e-20
"EX1-SY0.m1.CS",0,-3.09981062288641,1.43143852462792,233.99999999348,-2.1655213057034,0.0313587117745938
"EX2-SY0.m1.int",2261.27271195419,63.0877088195688,6.6817841399719,56.733698283733,9.44174602142028,3.09488795706196e-13
"EX2-SY0.m1.CS",0,-5.1476553271829,1.78485100073281,54.8426990548304,-2.88408126228431,0.00559912114510928
"EX1-SY0.m2.int",2290.51816392596,34.7948717948718,2.89432341078796,38.9999997057742,12.0217635890936,1.0876522244177e-14
"EX1-SY0.m2.CS",0,0,0,0,0,0
"EX2-SY0.m2.int",2263.31831841161,26.5218482396855,4.50830409556891,158.304102046467,5.88288803893089,2.32453683765466e-08
"EX2-SY0.m2.CS",0,2.47912011086346,1.05574904903708,214.557787792264,2.3482096556228,0.0197735337397198
"EX1-SY0.m3.int",2283.54232559109,27.6588658221066,4.34973751143761,107.965854403472,6.3587436596755,5.00187110784389e-09
"EX1-SY0.m3.CS",0,2.26787542465284,1.13476267826706,121.663418739557,1.99854601150278,0.0478869740385915
"EX2-SY0.m3.int",2246.60164405866,39.3676061986863,6.58451274120713,37.8781344541123,5.9788184404772,6.15801147296088e-07
"EX2-SY0.m3.CS",0,-0.662907028009741,1.728938577226,37.2777110108255,-0.383418495452478,0.703587509027022
"EX1-SY1.m0.int",1886.03416137881,43.2760416666667,2.27683630407338,191.999999997382,19.0070940055039,5.32203267800753e-46
"EX1-SY1.m0.CS",0,0,0,0,0,0
"EX2-SY1.m0.int",2249.342981666,73.6874956412518,6.17483017201111,191.9999999989,11.9335258765914,6.43213630149304e-25
"EX2-SY1.m0.CS",0,-8.47430451000709,1.61510903917381,191.99999999782,-5.24689312267241,4.07075070386833e-07
"EX1-SY1.m1.int",1865.56499831636,73.6874956412518,6.17483017201111,191.9999999989,11.9335258765914,6.43213630149304e-25
"EX1-SY1.m1.CS",0,-8.47430451000709,1.61510903917381,191.99999999782,-5.24689312267241,4.07075070386833e-07
"EX2-SY1.m1.int",2253.43688636482,76.9827007002934,6.96044856528044,55.734550411822,11.0600200516232,1.11626153340499e-15
"EX2-SY1.m1.CS",0,-9.30245384552594,1.77512242474186,64.0036805675719,-5.24045762470649,1.91491598957334e-06
"EX1-SY1.m2.int",1870.82249368838,32.6710526315789,2.48722872616735,38.0000001616099,13.1355240022186,1.05318579522939e-15
"EX1-SY1.m2.CS",0,0,0,0,0,0
"EX2-SY1.m2.int",2258.86623199378,27.4026601318656,5.13825038670582,210.890385339545,5.33307216844949,2.47930340351478e-07
"EX2-SY1.m2.CS",0,1.53988937474398,1.32103784335315,210.08174634804,1.16566636034841,0.245071096329835
"EX1-SY1.m3.int",1872.56665011698,27.4026600127917,5.13825037361338,210.890388645312,5.33307215886432,2.47930348512244e-07
"EX1-SY1.m3.CS",0,1.5398894095479,1.32103784680444,210.081745163446,1.16566638364892,0.2450710869339
"EX2-SY1.m3.int",2253.6936710603,36.3544873840672,6.95608244321494,40.6274979152016,5.22628759518626,5.52448150914398e-06
"EX2-SY1.m3.CS",0,-0.763012528433319,1.65101671927296,45.9261425822346,-0.462147063398193,0.64615781968753
