"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"EX1-SY0.m0.int",2284.25063289146,43.957264957265,2.01236032198082,233.999999994805,21.8436352958881,2.09805752981128e-58
"EX1-SY0.m0.CS",0,0,0,0,0,0
"EX2-SY0.m0.int",2261.24039151528,24.4492457621624,2.85238816638401,152.344740100676,8.5715002082472,1.06694364665353e-14
"EX2-SY0.m0.CS",0,11.261895258587,1.23937362806856,199.057594076714,9.08676367120833,1.03453746166071e-16
"EX1-SY0.m1.int",2220.15820217117,24.4492457318946,2.85238806892887,152.344760281334,8.57150049049105,1.06694112528001e-14
"EX1-SY0.m1.CS",0,11.2618952760604,1.23937365230156,199.05757277581,9.08676350763691,1.03453917015591e-16
"EX2-SY0.m1.int",2233.19098240185,24.6777637086851,3.17696047531801,39.5755687477346,7.76772764420839,1.7572339982984e-09
"EX2-SY0.m1.CS",0,11.1548738037323,1.28608756571723,83.0863338760388,8.67349479233275,2.9180788596262e-13
"EX1-SY0.m2.int",2225.61352328653,34.7948717948718,2.89432341078796,38.9999997057742,12.0217635890936,1.0876522244177e-14
"EX1-SY0.m2.CS",0,0,0,0,0,0
"EX2-SY0.m2.int",2238.64630351774,24.1987158009639,3.27499441653595,73.5996297814901,7.38893345246052,1.88903120350756e-10
"EX2-SY0.m2.CS",0,6.55414852630868,1.09110668868268,202.44778150122,6.00688144824929,8.64804796391928e-09
"EX1-SY0.m3.int",2229.41115197023,24.1987184783935,3.27499955057774,73.5990267719327,7.38892268676026,1.88919571483438e-10
"EX1-SY0.m3.CS",0,6.5541468702108,1.09110623127079,202.447895320844,6.0068824486295,8.64799607032916e-09
"EX2-SY0.m3.int",2241.99853944623,25.14753034487,3.69147994256217,35.4126919793854,6.81231666869513,6.29684008256813e-08
"EX2-SY0.m3.CS",0,6.14296346729412,1.20078892076537,36.5580407517926,5.11577293982583,1.01518751327615e-05
"EX1-SY1.m0.int",1886.03416137881,43.2760416666667,2.27683630407338,191.999999997382,19.0070940055039,5.32203267800753e-46
"EX1-SY1.m0.CS",0,0,0,0,0,0
"EX2-SY1.m0.int",2249.342981666,19.0870793878677,3.03936161530283,191.999999995917,6.27996329616273,2.2125430961787e-09
"EX2-SY1.m0.CS",0,13.7396230831504,1.37180924396346,191.999999994789,10.0156950710243,2.90480222561818e-19
"EX1-SY1.m1.int",1810.58758627234,19.0870793878677,3.03936161530283,191.999999995917,6.27996329616273,2.2125430961787e-09
"EX1-SY1.m1.CS",0,13.7396230831504,1.37180924396346,191.999999994789,10.0156950710243,2.90480222561818e-19
"EX2-SY1.m1.int",2143.36476640635,19.0870793878643,3.03936161529639,191.999999981267,6.27996329617495,2.21254309631464e-09
"EX2-SY1.m1.CS",0,13.7396230831518,1.37180924396871,191.999999924835,10.015695070987,2.90480223435713e-19
"EX1-SY1.m2.int",1815.84508164437,32.6710526315789,2.48722872616735,38.0000001616099,13.1355240022186,1.05318579522939e-15
"EX1-SY1.m2.CS",0,0,0,0,0,0
"EX2-SY1.m2.int",2148.77393913496,10.6924547787977,2.94294580075446,89.4728116901506,3.63324896301406,0.000466459273853807
"EX2-SY1.m2.CS",0,13.3336279836529,1.09654213383583,197.288718704384,12.1597041939558,9.42201199191246e-26
"EX1-SY1.m3.int",1821.10257701656,10.6699645721976,2.92536979846565,67.316763121994,3.64739000785269,0.000517524507213627
"EX1-SY1.m3.CS",0,13.3473214323281,1.10862741018534,58.4956922834808,12.0395015581445,1.79775913195797e-17
"EX2-SY1.m3.int",2153.89780475424,10.59450920397,2.81184848289976,44.9701689992143,3.7678094208847,0.000476715585076538
"EX2-SY1.m3.CS",0,13.3801253121742,1.09981054773906,173.713353621768,12.1658455992084,5.01491454947377e-25
