"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"EX1-SY0.m0.int",2284.25063289146,43.957264957265,2.01236032198082,233.999999994805,21.8436352958881,2.09805752981128e-58
"EX1-SY0.m0.UCS",0,0,0,0,0,0
"EX2-SY0.m0.int",2261.24039151528,20.5522701606321,2.91062944736974,160.152334749598,7.06110844140763,4.75621537288395e-11
"EX2-SY0.m0.UCS",0,12.1283837280587,1.15416251606684,198.472942938662,10.5083847025199,8.0771301177163e-21
"EX1-SY0.m1.int",2201.32898768588,20.5522702438337,2.91062971360096,160.152240855532,7.06110782412338,4.75623931960788e-11
"EX1-SY0.m1.UCS",0,12.1283836849439,1.15416245029108,198.472986914325,10.5083852640372,8.07708383327717e-21
"EX2-SY0.m1.int",2228.54138320365,20.8288972219002,3.33968452124175,38.7066532880019,6.23678586687454,2.5034268145067e-07
"EX2-SY0.m1.UCS",0,12.0110956676462,1.22352192201129,65.9461565955471,9.81682097522347,1.59032340612388e-14
"EX1-SY0.m2.int",2206.78430880125,34.7948717948718,2.89432341078796,38.9999997057742,12.0217635890936,1.0876522244177e-14
"EX1-SY0.m2.UCS",0,0,0,0,0,0
"EX2-SY0.m2.int",2233.9000048112,22.5537155962602,3.34710117842918,79.6892905728635,6.73828318713831,2.28064135704122e-09
"EX2-SY0.m2.UCS",0,6.78224129938993,1.05208990793058,202.164470171287,6.44644649498666,8.24470386730706e-10
"EX1-SY0.m3.int",2209.70477610737,22.6362213265164,3.33540635083607,75.3147410961221,6.78664574732921,2.28810808139247e-09
"EX1-SY0.m3.UCS",0,6.75625403155882,1.07478165171282,68.0407657867397,6.2861642835005,2.66515781959549e-08
"EX2-SY0.m3.int",2235.88316715118,23.7895669190848,3.88406275819144,35.6756350955449,6.1249182621761,4.90465339219081e-07
"EX2-SY0.m3.UCS",0,6.29871575435433,1.22896745447842,36.8028472514629,5.12520956629202,9.70048396299147e-06
"EX1-SY1.m0.int",1886.03416137881,43.2760416666667,2.27683630407338,191.999999997382,19.0070940055039,5.32203267800753e-46
"EX1-SY1.m0.UCS",0,0,0,0,0,0
"EX2-SY1.m0.int",2249.342981666,14.440102236581,2.99935440752107,191.999999998173,4.81440345974838,2.98474322373385e-06
"EX2-SY1.m0.UCS",0,14.7420184182211,1.25100624742133,191.999999998082,11.7841285354158,1.80119985891131e-24
"EX1-SY1.m1.int",1786.80196653846,14.4381684775106,2.99674625454629,162.908061150601,4.81794828494633,3.29760173023505e-06
"EX1-SY1.m1.UCS",0,14.7428972630095,1.25219083758067,157.6309051499,11.7736824296637,2.33064116619723e-23
"EX2-SY1.m1.int",2123.96702506904,14.4381839356923,2.9967671154563,158.969353084255,4.81791990482848,3.35997885782028e-06
"EX2-SY1.m1.UCS",0,14.7428902375207,1.25218120565172,154.460247569229,11.7737673836492,3.04154715778605e-23
"EX1-SY1.m2.int",1792.05787625191,32.6710526315789,2.48722872616735,38.0000001616099,13.1355240022186,1.05318579522939e-15
"EX1-SY1.m2.UCS",0,0,0,0,0,0
"EX2-SY1.m2.int",2128.74216285077,7.4697966670787,2.97559514860696,92.7971530814327,2.5103538263852,0.0137923297644079
"EX2-SY1.m2.UCS",0,13.7215764673967,1.01273146067347,196.789434662126,13.5490769273345,5.61829877607448e-30
"EX1-SY1.m3.int",1797.31537141627,7.38165781379858,2.8701266314337,65.2617956233673,2.57189272868816,0.0123998601469694
"EX1-SY1.m3.UCS",0,13.7731115870732,1.07240217837908,62.8842173103031,12.8432335039556,3.090809310995e-19
"EX2-SY1.m3.int",2133.8043450361,7.31618027294385,2.73538974745695,37.3373704142126,2.67463906368209,0.011037738621591
"EX2-SY1.m3.UCS",0,13.7910830584742,1.02915357558926,42.8467705497645,13.4004131021727,6.3756231266411e-17
