"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"EX1-SY0.m0.int",2284.25063289146,43.957264957265,2.01236032198082,233.999999994805,21.8436352958881,2.09805752981128e-58
"EX1-SY0.m0.UCS",0,0,0,0,0,0
"EX2-SY0.m0.int",2261.24039151528,-26.6593054872931,6.75531975383007,229.834681512352,-3.94641652190898,0.000105443487599023
"EX2-SY0.m0.UCS",0,18.3269968042329,1.68412913618169,210.619967201443,10.8821802381404,3.58138725140065e-22
"EX1-SY0.m1.int",2196.30749534627,-26.6592935081108,6.75532193379758,229.834321481369,-3.94641347509015,0.00010544478821322
"EX1-SY0.m1.UCS",0,18.3269936952964,1.68413048120246,210.619485746897,10.8821697011332,3.58172810307775e-22
"EX2-SY0.m1.int",2205.29895965772,-29.0453831997178,7.43790849855978,25.4349173322104,-3.90504712518875,0.000617014534169284
"EX2-SY0.m1.UCS",0,18.9293495246135,1.80678852187888,34.7210942803557,10.4767931030073,2.71898682622676e-12
"EX1-SY0.m2.int",2201.76281646432,34.7948717948718,2.89432341078796,38.9999997057742,12.0217635890936,1.0876522244177e-14
"EX1-SY0.m2.UCS",0,0,0,0,0,0
"EX2-SY0.m2.int",2210.08574683985,0.746968597201085,4.8443750138592,190.265681637416,0.154192975371249,0.877621011669827
"EX2-SY0.m2.UCS",0,9.38844451213011,1.11885202688465,218.238040876338,8.39114046052314,6.03966412544537e-15
"EX1-SY0.m3.int",2206.45007884475,-0.040306174284985,4.6866452660787,36.0673571673853,-0.00860021870584394,0.993185497757131
"EX1-SY0.m3.UCS",0,9.58370315230252,1.19809634004587,98.6540138565266,7.99910894639371,2.45725782031418e-12
"EX2-SY0.m3.int",2214.84073794591,-0.299969757719263,4.20856091855035,85.6238173398584,-0.0712760878420619,0.943344245106971
"EX2-SY0.m3.UCS",0,9.64830837695167,1.10054293882682,104.465365806795,8.76686227911901,3.66162230038003e-14
"EX1-SY1.m0.int",1886.03416137881,43.2760416666667,2.27683630407338,191.999999997382,19.0070940055039,5.32203267800753e-46
"EX1-SY1.m0.UCS",0,0,0,0,0,0
"EX2-SY1.m0.int",2249.342981666,-39.6886610286066,9.04118108254754,191.999999998877,-4.38976508337155,1.87144911736043e-05
"EX2-SY1.m0.UCS",0,21.3496846741162,2.27546376233839,192.000000000115,9.38256412933428,1.8670648034291e-17
"EX1-SY1.m1.int",1818.8288733404,-39.6886610286066,9.04118108254754,191.999999998877,-4.38976508337155,1.87144911736043e-05
"EX1-SY1.m1.UCS",0,21.3496846741162,2.27546376233839,192.000000000115,9.38256412933428,1.8670648034291e-17
"EX2-SY1.m1.int",2157.00157574082,-45.2718848538917,9.89490041488905,51.3166895984245,-4.57527442982349,3.04294406902586e-05
"EX2-SY1.m1.UCS",0,22.7458377010488,2.49234336624025,50.6182413180801,9.12628573139238,2.8368090477826e-12
"EX1-SY1.m2.int",1824.08636871243,32.6710526315789,2.48722872616735,38.0000001616099,13.1355240022186,1.05318579522939e-15
"EX1-SY1.m2.UCS",0,0,0,0,0,0
"EX2-SY1.m2.int",2161.70732982767,-22.1432469291281,5.42616836654754,220.241823124599,-4.08082562746149,6.27630566471448e-05
"EX2-SY1.m2.UCS",0,14.7460566157139,1.32060518073216,212.843228115012,11.1661356708737,4.361537463522e-23
"EX1-SY1.m3.int",1828.38446156957,-22.7078640106944,5.31329400723751,133.509051748266,-4.27378270047976,3.62954126622282e-05
"EX1-SY1.m3.UCS",0,14.8727516118722,1.3500253391618,201.311417113642,11.0166462661407,2.15719245151346e-22
"EX2-SY1.m3.int",2164.08945134417,-29.1410782471767,6.62408385468598,25.2693250534278,-4.39926167700336,0.000173209087402875
"EX2-SY1.m3.UCS",0,16.4784618119235,1.69970653093994,24.702948089289,9.69488644772743,6.72850762994647e-10
