condition_tag,case_label,experiment,condition,cluster,model,participants,k,silhouette,silhouette_grid,stimulus1,stimulus2,stimulus3,stimulus4,stimulus5,stimulus6
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,CS_STRG,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.4425373848088055,0.44692199169555835,0.5585213044651048,0.48152652890137615,0.4949400017636691,0.6002293924898477
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,CS_STRC,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",3.1467645430764986,0.6436995582487732,0.30451167299327464,4.039381538945586,1.186953799156342,0.6931471805599454
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,CS_SS_STRG,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.5197979718400947,0.48874127292546443,0.31676110412622116,0.5548945714085264,0.5608420347910182,0.3718775296754891
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,CS_SS_STRC,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",-0.6647747026650848,-1.7357445470924926,-2.257779928527272,0.7925979176223912,-0.6661901325030648,-1.0307646229835123
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,Ising_STRG,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.5639257311996505,0.4411164757587232,0.3905877767858324,0.6052917005058912,0.4973527001962161,0.4785606273013626
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,Ising_STRC,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",2.662899238228647,0.6952033448017065,-0.43275549778650824,3.4584812308525557,1.3485150542806945,0.24097268335537292
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,Ising_SS_STRG,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.6220155211021666,0.48895951660737963,0.3444568796194699,0.6599319673155052,0.5488971879201118,0.44812063717226946
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,Ising_SS_STRC,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",2.3968386931869823,-0.2616506846366011,-1.3717613910148483,3.48866562584924,0.7723840242902469,-0.1161452883879921
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,DeltaP,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.5,0.3333333333333333,0.0,0.5384615384615384,0.39999999999999997,0.1428571428571429
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,DFH,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.7071067811865476,0.6666666666666666,0.7071067811865476,0.7337993857053429,0.7,0.7337993857053429
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,PCE,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",1.0,0.6666666666666666,0.5,1.0,0.7,0.5384615384615384
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster0,PEC,5,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.5,0.6666666666666666,1.0,0.5384615384615384,0.7,1.0
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,CS_STRG,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.4425373848088055,0.44692199169555835,0.5585213044651048,0.48152652890137615,0.4949400017636691,0.6002293924898477
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,CS_STRC,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",3.1467645430764986,0.6436995582487732,0.30451167299327464,4.039381538945586,1.186953799156342,0.6931471805599454
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,CS_SS_STRG,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.5197979718400947,0.48874127292546443,0.31676110412622116,0.5548945714085264,0.5608420347910182,0.3718775296754891
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,CS_SS_STRC,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",-0.6647747026650848,-1.7357445470924926,-2.257779928527272,0.7925979176223912,-0.6661901325030648,-1.0307646229835123
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,Ising_STRG,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.5639257311996505,0.4411164757587232,0.3905877767858324,0.6052917005058912,0.4973527001962161,0.4785606273013626
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,Ising_STRC,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",2.6866757370430854,0.675576730728821,-0.43918014306034836,3.430401199509074,1.343180840247939,0.24200927041971498
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,Ising_SS_STRG,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.6220155211021666,0.48895951660737963,0.3444568796194699,0.6599319673155052,0.5488971879201118,0.44812063717226946
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,Ising_SS_STRC,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",2.484800210889915,-0.266435977470568,-1.3756178363443294,3.4900464509453784,0.761824870892891,-0.11900314351880414
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,DeltaP,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.5,0.3333333333333333,0.0,0.5384615384615384,0.39999999999999997,0.1428571428571429
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,DFH,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.7071067811865476,0.6666666666666666,0.7071067811865476,0.7337993857053429,0.7,0.7337993857053429
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,PCE,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",1.0,0.6666666666666666,0.5,1.0,0.7,0.5384615384615384
Symmetric_List,Cond1_ex1,List,Symmetric,Cluster1,PEC,26,2,0.4659416833198691,"((2, 0.4659416833198691), (3, 0.37925552711342786), (4, 0.2877858114940009), (5, 0.23909499963542533), (6, 0.26150668188287324))",0.5,0.6666666666666666,1.0,0.5384615384615384,0.7,1.0
