user_id,start_time,end_time,user_agent
mc435pqzji8p5,,2025/6/20 10:13:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
